life_insured_age,gender,smoker_status,target_retirement_age,premium_payment_term,income_payout_period,guaranteed_monthly_income_basis,estimation_method,anchor_ages,proxy_slope_keys,premium_rate_per_10_gmi,estimated_annual_premium_for_gmi_1000,estimated_single_premium_for_gmi_1000,estimated_total_premiums_paid_for_gmi_1000,cash_bonus_rate_iirr_300,cash_bonus_rate_iirr_425,estimated_non_guaranteed_monthly_income_iirr_300_for_gmi_1000,estimated_non_guaranteed_monthly_income_iirr_425_for_gmi_1000,estimated_total_monthly_income_iirr_300_for_gmi_1000,estimated_total_monthly_income_iirr_425_for_gmi_1000,estimated_total_benefits_iirr_300_for_gmi_1000,estimated_total_benefits_iirr_425_for_gmi_1000,estimated_total_illustrated_yield_maturity_iirr_300_pct_pa,estimated_total_illustrated_yield_maturity_iirr_425_pct_pa,source_pdfs
42,Male,Non-Smoker,60,10,15,1000,interpolated,40;45,,156.3021,15630.21,,156302.1,0.387098,0.786782,387.1,786.78,1387.1,1786.78,249677.4,321620.6,2.242,3.492,PI_20260610233539267.pdf;PI_20260610235710040.pdf
42,Male,Non-Smoker,60,10,20,1000,interpolated,40;45,,202.2301,20223.01,,202230.1,0.434348,0.894832,434.35,894.83,1434.35,1894.83,344243.4,454759.6,2.292,3.542,PI_20260610233553543.pdf;PI_20260610235724523.pdf
42,Male,Non-Smoker,60,10,lifetime,1000,interpolated,40;45,,414.50804,41450.8,,414508.04,0.791948,1.599798,791.95,1599.8,1791.95,2599.8,,,,,PI_20260610233607427.pdf;PI_20260610235740981.pdf
42,Male,Non-Smoker,60,15,5,1000,interpolated,40;45,,37.868,3786.8,,56802.0,0.15265,0.368146,152.65,368.15,1152.65,1368.15,69159.0,82088.4,1.338,2.582,PI_20260610234353386.pdf;PI_20260611000823490.pdf
42,Male,Non-Smoker,60,15,10,1000,interpolated,40;45,,74.95,7495.0,,112425.0,0.240028,0.51656,240.03,516.56,1240.03,1516.56,148803.0,181987.0,1.686,2.936,PI_20260610234336514.pdf;PI_20260611000810114.pdf
42,Male,Non-Smoker,60,15,15,1000,interpolated,40;45,,109.204,10920.4,,163806.0,0.3116,0.647746,311.6,647.75,1311.6,1647.75,236088.0,296593.8,1.932,3.182,PI_20260610234319409.pdf;PI_20260611000746289.pdf
42,Male,Non-Smoker,60,15,20,1000,interpolated,40;45,,143.922,14392.2,,215883.0,0.37551,0.77336,375.51,773.36,1375.51,1773.36,330122.0,425606.0,2.014,3.264,PI_20260610234200464.pdf;PI_20260611000730113.pdf;PI_20260611001200767.pdf
42,Male,Non-Smoker,60,15,lifetime,1000,interpolated,40;45,,279.62,27962.0,,419430.0,0.59101,1.258212,591.01,1258.21,1591.01,2258.21,,,,,PI_20260610234143902.pdf;PI_20260611000703967.pdf;PI_20260611001217077.pdf
42,Male,Non-Smoker,65,single,10,1000,interpolated,40;45,,1024.004,,102400.4,102400.4,0.690648,1.37298,690.65,1372.98,1690.65,2372.98,202877.4,284757.0,2.462,3.712,PI_20260611002745617.pdf;PI_20260611002233997.pdf
42,Male,Non-Smoker,65,single,15,1000,interpolated,40;45,,1512.404,,151240.4,151240.4,0.803264,1.59711,803.26,1597.11,1803.26,2597.11,324587.2,467479.0,2.538,3.788,PI_20260611002732155.pdf;PI_20260611002221799.pdf
42,Male,Non-Smoker,65,single,20,1000,interpolated,40;45,,1981.922,,198192.2,198192.2,0.883364,1.786232,883.36,1786.23,1883.36,2786.23,452007.2,668695.6,2.55,3.8,PI_20260611002721437.pdf;PI_20260611002209718.pdf
42,Male,Non-Smoker,65,single,lifetime,1000,interpolated,40;45,,3513.048,,351304.8,351304.8,1.249546,2.561478,1249.55,2561.48,2249.55,3561.48,,,,,PI_20260611002703129.pdf;PI_20260611002157186.pdf
42,Male,Non-Smoker,65,5,10,1000,interpolated,40;45,,198.86,19886.0,,99430.0,0.56151,1.138278,561.51,1138.28,1561.51,2138.28,187381.0,256593.0,2.462,3.712,PI_20260610232957588.pdf;PI_20260610235358883.pdf
42,Male,Non-Smoker,65,5,15,1000,interpolated,40;45,,282.822,28282.2,,141411.0,0.606746,1.262628,606.75,1262.63,1606.75,2262.63,289213.8,407272.4,2.538,3.788,PI_20260610233012578.pdf;PI_20260610235344016.pdf
42,Male,Non-Smoker,65,5,20,1000,interpolated,40;45,,368.768,36876.8,,184384.0,0.669246,1.407146,669.25,1407.15,1669.25,2407.15,400618.8,577714.8,2.55,3.8,PI_20260610233026759.pdf;PI_20260610235330765.pdf
42,Male,Non-Smoker,65,5,lifetime,1000,interpolated,40;45,,709.362,70936.2,,354681.0,1.134528,2.297448,1134.53,2297.45,2134.53,3297.45,,,,,PI_20260610233042604.pdf;PI_20260610235316695.pdf
42,Male,Non-Smoker,65,10,5,1000,interpolated,40;45,,55.12404,5512.4,,55124.04,0.41638,0.83876,416.38,838.76,1416.38,1838.76,84982.0,110325.0,2.04,3.29,PI_20260610233726034.pdf;PI_20260610235921002.pdf
42,Male,Non-Smoker,65,10,10,1000,interpolated,40;45,,102.01604,10201.6,,102016.04,0.47858,0.967346,478.58,967.35,1478.58,1967.35,177429.0,236081.4,2.374,3.624,PI_20260610233711769.pdf;PI_20260610235908656.pdf
42,Male,Non-Smoker,65,10,15,1000,interpolated,40;45,,144.78404,14478.4,,144784.04,0.526912,1.087682,526.91,1087.68,1526.91,2087.68,274843.6,375782.6,2.486,3.736,PI_20260610233655245.pdf;PI_20260610235854568.pdf
42,Male,Non-Smoker,65,10,20,1000,interpolated,40;45,,188.9101,18891.01,,188910.1,0.603598,1.249296,603.6,1249.3,1603.6,2249.3,384863.4,539830.8,2.538,3.788,PI_20260610233640429.pdf;PI_20260610235810971.pdf
42,Male,Non-Smoker,65,10,lifetime,1000,interpolated,40;45,,359.08804,35908.8,,359088.04,1.019462,2.044428,1019.46,2044.43,2019.46,3044.43,,,,,PI_20260610233623014.pdf;PI_20260610235756677.pdf
42,Male,Non-Smoker,65,15,5,1000,interpolated,40;45,,37.104,3710.4,,55656.0,0.351696,0.705632,351.7,705.63,1351.7,1705.63,81101.4,102337.6,1.98,3.23,PI_20260610234411907.pdf;PI_20260611000839195.pdf;PI_20260611001358706.pdf
42,Male,Non-Smoker,65,15,10,1000,interpolated,40;45,,69.224,6922.4,,103836.0,0.37643,0.786746,376.43,786.75,1376.43,1786.75,165171.0,214409.4,2.196,3.446,PI_20260610234426141.pdf;PI_20260611000855645.pdf;PI_20260611001345779.pdf
42,Male,Non-Smoker,65,15,15,1000,interpolated,40;45,,100.616,10061.6,,150924.0,0.4439,0.924278,443.9,924.28,1443.9,1924.28,259902.0,346369.4,2.322,3.572,PI_20260610234442077.pdf;PI_20260611001330671.pdf
42,Male,Non-Smoker,65,15,20,1000,interpolated,40;45,,131.912,13191.2,,197868.0,0.506214,1.056448,506.21,1056.45,1506.21,2056.45,361491.2,493547.4,2.346,3.596,PI_20260610234457507.pdf;PI_20260611001317465.pdf
42,Male,Non-Smoker,65,15,lifetime,1000,interpolated,40;45,,242.404,24240.4,,363606.0,0.83805,1.702582,838.05,1702.58,1838.05,2702.58,,,,,PI_20260610234513588.pdf;PI_20260611001303577.pdf
42,Male,Non-Smoker,65,20,5,1000,interpolated,40;45,,28.112,2811.2,,56224.0,0.272282,0.565114,272.28,565.11,1272.28,1565.11,76336.6,93906.6,1.824,3.074,PI_20260610234948038.pdf;PI_20260611001551247.pdf
42,Male,Non-Smoker,65,20,10,1000,interpolated,40;45,,54.35204,5435.2,,108704.08,0.352446,0.71221,352.45,712.21,1352.45,1712.21,162293.4,205465.0,2.124,3.374,PI_20260610234932568.pdf;PI_20260611001615743.pdf
42,Male,Non-Smoker,65,20,15,1000,interpolated,40;45,,80.454,8045.4,,160908.0,0.40916,0.833532,409.16,833.53,1409.16,1833.53,253648.0,330035.6,2.144,3.394,PI_20260610234916293.pdf;PI_20260611001629971.pdf
42,Male,Non-Smoker,65,20,20,1000,interpolated,40;45,,105.828,10582.8,,211656.0,0.471928,0.96361,471.93,963.61,1471.93,1963.61,353262.4,471266.0,2.174,3.424,PI_20260610234902526.pdf;PI_20260611001643667.pdf
42,Male,Non-Smoker,65,20,lifetime,1000,interpolated,40;45,,183.984,18398.4,,367968.0,0.680528,1.41483,680.53,1414.83,1680.53,2414.83,,,,,PI_20260610234845576.pdf;PI_20260611001700520.pdf
42,Male,Non-Smoker,70,single,10,1000,interpolated,40;45,,974.6,,97460.0,97460.0,0.880762,1.805848,880.76,1805.85,1880.76,2805.85,225691.0,336701.4,2.57,3.82,PI_20260611002759246.pdf;PI_20260611002246017.pdf
42,Male,Non-Smoker,70,single,15,1000,interpolated,40;45,,1438.836,,143883.6,143883.6,0.989478,2.045362,989.48,2045.36,1989.48,3045.36,358105.4,548164.6,2.608,3.858,PI_20260611002810349.pdf;PI_20260611002257162.pdf
42,Male,Non-Smoker,70,single,20,1000,interpolated,40;45,,1884.892,,188489.2,188489.2,1.0754,2.25485,1075.4,2254.85,2075.4,3254.85,498096.0,781164.0,2.612,3.862,PI_20260611002822242.pdf;PI_20260611002346458.pdf
42,Male,Non-Smoker,70,single,lifetime,1000,interpolated,40;45,,2985.464,,298546.4,298546.4,1.44648,3.0301,1446.48,3030.1,2446.48,4030.1,,,,,PI_20260611002836283.pdf;PI_20260611002359260.pdf
42,Male,Non-Smoker,70,5,10,1000,interpolated,40;45,,183.972,18397.2,,91986.0,0.684014,1.450662,684.01,1450.66,1684.01,2450.66,202081.6,294079.0,2.558,3.808,PI_20260610233143210.pdf;PI_20260610235415629.pdf
42,Male,Non-Smoker,70,5,15,1000,interpolated,40;45,,268.644,26864.4,,134322.0,0.76403,1.635678,764.03,1635.68,1764.03,2635.68,317525.0,474421.4,2.608,3.858,PI_20260610233128096.pdf;PI_20260610235429666.pdf
42,Male,Non-Smoker,70,5,20,1000,interpolated,40;45,,349.112,34911.2,,174556.0,0.827214,1.798682,827.21,1798.68,1827.21,2798.68,438531.2,671683.6,2.612,3.862,PI_20260610233113456.pdf;PI_20260610235443554.pdf
42,Male,Non-Smoker,70,5,lifetime,1000,interpolated,40;45,,602.708,60270.8,,301354.0,1.343,2.769464,1343.0,2769.46,2343.0,3769.46,,,,,PI_20260610233100050.pdf;PI_20260610235457853.pdf
42,Male,Non-Smoker,70,10,5,1000,interpolated,40;45,,54.01806,5401.81,,54018.06,0.63616,1.25823,636.16,1258.23,1636.16,2258.23,98169.0,135493.0,2.292,3.542,PI_20260610233742614.pdf;PI_20260610235936106.pdf
42,Male,Non-Smoker,70,10,10,1000,interpolated,40;45,,94.04206,9404.21,,94042.06,0.580862,1.2388,580.86,1238.8,1580.86,2238.8,189703.0,268656.0,2.48,3.73,PI_20260610233757093.pdf;PI_20260610235949600.pdf
42,Male,Non-Smoker,70,10,15,1000,interpolated,40;45,,137.27006,13727.01,,137270.06,0.67801,1.43815,678.01,1438.15,1678.01,2438.15,302041.0,438867.0,2.576,3.826,PI_20260610233811472.pdf;PI_20260611000003719.pdf
42,Male,Non-Smoker,70,10,20,1000,interpolated,40;45,,178.30606,17830.61,,178306.06,0.74218,1.594412,742.18,1594.41,1742.18,2594.41,418123.0,622658.6,2.592,3.842,PI_20260610233915893.pdf;PI_20260611000023179.pdf
42,Male,Non-Smoker,70,10,lifetime,1000,interpolated,40;45,,305.156,30515.6,,305156.0,1.213478,2.466098,1213.48,2466.1,2213.48,3466.1,,,,,PI_20260610233951518.pdf;PI_20260611000039412.pdf
42,Male,Non-Smoker,70,15,5,1000,interpolated,40;45,,36.356,3635.6,,54534.0,0.551128,1.084496,551.13,1084.5,1551.13,2084.5,93067.0,125069.4,2.244,3.494,PI_20260610234639073.pdf;PI_20260611001414414.pdf
42,Male,Non-Smoker,70,15,10,1000,interpolated,40;45,,63.964,6396.4,,95946.0,0.487596,1.052012,487.6,1052.01,1487.6,2052.01,178511.4,246241.0,2.38,3.63,PI_20260610234622503.pdf;PI_20260611001427450.pdf
42,Male,Non-Smoker,70,15,15,1000,interpolated,40;45,,93.532,9353.2,,140298.0,0.5454,1.185514,545.4,1185.51,1545.4,2185.51,278172.0,393392.2,2.41,3.66,PI_20260610234604354.pdf;PI_20260611001448485.pdf
42,Male,Non-Smoker,70,15,20,1000,interpolated,40;45,,121.89,12189.0,,182835.0,0.616164,1.34635,616.16,1346.35,1616.16,2346.35,387879.2,563124.0,2.458,3.708,PI_20260610234548480.pdf;PI_20260611001503783.pdf
42,Male,Non-Smoker,70,15,lifetime,1000,interpolated,40;45,,205.87,20587.0,,308805.0,1.012682,2.07845,1012.68,2078.45,2012.68,3078.45,,,,,PI_20260610234533727.pdf;PI_20260611001521266.pdf
42,Male,Non-Smoker,70,20,5,1000,interpolated,40;45,,27.54,2754.0,,55080.0,0.449978,0.897628,449.98,897.63,1449.98,1897.63,86998.0,113857.0,2.124,3.374,PI_20260610235003364.pdf;RRP missing/PI_20260611005639488.pdf;PI_20260611001722547.pdf
42,Male,Non-Smoker,70,20,10,1000,interpolated,40;45,,51.974,5197.4,,103948.0,0.512598,1.035412,512.6,1035.41,1512.6,2035.41,181511.4,244249.0,2.346,3.596,RRP missing/PI_20260611005652260.pdf;PI_20260611001736237.pdf
42,Male,Non-Smoker,70,20,15,1000,interpolated,40;45,,76.82206,7682.21,,153644.12,0.579578,1.18351,579.58,1183.51,1579.58,2183.51,284323.4,393031.0,2.358,3.608,RRP missing/PI_20260611005705183.pdf;PI_20260611001749984.pdf
42,Male,Non-Smoker,70,20,20,1000,interpolated,40;45,,100.62206,10062.21,,201244.12,0.651582,1.33583,651.58,1335.83,1651.58,2335.83,396379.6,560599.0,2.386,3.636,RRP missing/PI_20260611005719222.pdf;PI_20260611001810299.pdf
42,Male,Non-Smoker,70,20,lifetime,1000,interpolated,40;45,,156.48,15648.0,,312960.0,0.883464,1.813182,883.46,1813.18,1883.46,2813.18,,,,,RRP missing/PI_20260611005734318.pdf;PI_20260611001824907.pdf
43,Male,Non-Smoker,50,single,10,1000,interpolated,40;45,,1143.114,,114311.4,114311.4,0.098696,0.27445,98.7,274.45,1098.7,1274.45,131843.4,152934.0,1.098,2.348,PI_20260611002424891.pdf;PI_20260611001849014.pdf
43,Male,Non-Smoker,50,single,15,1000,interpolated,40;45,,1697.522,,169752.2,169752.2,0.14721,0.368678,147.21,368.68,1147.21,1368.68,206497.0,246361.4,1.294,2.544,PI_20260611002440436.pdf;PI_20260611001900918.pdf
43,Male,Non-Smoker,50,single,20,1000,interpolated,40;45,,2240.776,,224077.6,224077.6,0.20305,0.47336,203.05,473.36,1203.05,1473.36,288732.0,353606.0,1.448,2.698,PI_20260611002451629.pdf;PI_20260611001912358.pdf
43,Male,Non-Smoker,50,single,lifetime,1000,interpolated,40;45,,5203.78606,,520378.61,520378.61,0.398396,0.974862,398.4,974.86,1398.4,1974.86,,,,,PI_20260611002504519.pdf;PI_20260611001924643.pdf
43,Male,Non-Smoker,50,5,10,1000,extrapolated_proxy_slope,40,"[{""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}]",230.488,23048.8,,115244.0,-0.022548,0.08955,-22.55,89.55,977.45,1089.55,117294.0,130746.0,0.702,1.952,PI_20260610232648465.pdf
43,Male,Non-Smoker,50,5,15,1000,extrapolated_proxy_slope,40,"[{""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}]",342.378,34237.8,,171189.0,0.01696,0.16251,16.96,162.51,1016.96,1162.51,183052.0,209251.0,0.954,2.204,PI_20260610232632950.pdf
43,Male,Non-Smoker,50,5,20,1000,extrapolated_proxy_slope,40,"[{""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 20}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 20}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 20}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 20}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 20}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 20}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 20}]",461.64,46164.0,,230820.0,0.097446,0.29576,97.45,295.76,1097.45,1295.76,263386.8,310982.0,1.158,2.408,PI_20260610232612170.pdf
43,Male,Non-Smoker,50,5,lifetime,1000,extrapolated_proxy_slope,40,"[{""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": ""lifetime""}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": ""lifetime""}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": ""lifetime""}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": ""lifetime""}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": ""lifetime""}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": ""lifetime""}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": ""lifetime""}]",1050.906,105090.6,,525453.0,0.20208,0.637982,202.08,637.98,1202.08,1637.98,,,,,PI_20260610232704463.pdf
43,Male,Non-Smoker,55,single,10,1000,interpolated,40;45,,1120.266,,112026.6,112026.6,0.263462,0.555012,263.46,555.01,1263.46,1555.01,151615.0,186601.0,1.744,2.994,PI_20260611002552100.pdf;PI_20260611002047138.pdf
43,Male,Non-Smoker,55,single,15,1000,interpolated,40;45,,1663.754,,166375.4,166375.4,0.331746,0.685064,331.75,685.06,1331.75,1685.06,239713.8,303311.2,1.858,3.108,PI_20260611002541387.pdf;PI_20260611002032772.pdf
43,Male,Non-Smoker,55,single,20,1000,interpolated,40;45,,2176.238,,217623.8,217623.8,0.399278,0.816964,399.28,816.96,1399.28,1816.96,335826.4,436071.2,1.99,3.24,PI_20260611002530509.pdf;PI_20260611002020560.pdf
43,Male,Non-Smoker,55,single,lifetime,1000,interpolated,40;45,,4628.04,,462804.0,462804.0,0.6653,1.418528,665.3,1418.53,1665.3,2418.53,,,,,PI_20260611002519276.pdf;PI_20260611002007234.pdf
43,Male,Non-Smoker,55,5,10,1000,interpolated,40;45,,225.898,22589.8,,112949.0,0.188862,0.43138,188.86,431.38,1188.86,1431.38,142663.0,171765.0,1.482,2.732,PI_20260610232823308.pdf;PI_20260610235108912.pdf
43,Male,Non-Smoker,55,5,15,1000,interpolated,40;45,,335.358,33535.8,,167679.0,0.25805,0.5566,258.05,556.6,1258.05,1556.6,226449.0,280188.0,1.664,2.914,PI_20260610232807393.pdf;PI_20260610235128612.pdf
43,Male,Non-Smoker,55,5,20,1000,interpolated,40;45,,436.17,43617.0,,218085.0,0.301196,0.64993,301.2,649.93,1301.2,1649.93,312286.8,395983.0,1.778,3.028,PI_20260610232751428.pdf;PI_20260610235142517.pdf
43,Male,Non-Smoker,55,5,lifetime,1000,interpolated,40;45,,935.656,93565.6,,467828.0,0.55666,1.218982,556.66,1218.98,1556.66,2218.98,,,,,PI_20260610232724610.pdf;PI_20260610235158142.pdf
43,Male,Non-Smoker,55,10,5,1000,interpolated,40;45,,57.6181,5761.81,,57618.1,0.05281,0.1907,52.81,190.7,1052.81,1190.7,63168.0,71442.0,0.78,1.976,PI_20260610233454841.pdf;PI_20260610235518591.pdf
43,Male,Non-Smoker,55,10,10,1000,interpolated,40;45,,114.072,11407.2,,114072.0,0.12771,0.31838,127.71,318.38,1127.71,1318.38,135325.0,158205.0,1.26,2.51,PI_20260610233440842.pdf;PI_20260610235535999.pdf
43,Male,Non-Smoker,55,10,15,1000,interpolated,40;45,,169.408,16940.8,,169408.0,0.196396,0.43838,196.4,438.38,1196.4,1438.38,215350.8,258908.0,1.518,2.768,PI_20260610233354388.pdf;PI_20260610235549271.pdf
43,Male,Non-Smoker,55,10,20,1000,interpolated,40;45,,220.52206,22052.21,,220522.06,0.224732,0.5117,224.73,511.7,1224.73,1511.7,293935.6,362808.0,1.592,2.842,PI_20260610233340499.pdf;PI_20260610235604533.pdf
43,Male,Non-Smoker,55,10,lifetime,1000,interpolated,40;45,,473.68,47368.0,,473680.0,0.40425,0.960348,404.25,960.35,1404.25,1960.35,,,,,PI_20260610233326005.pdf;PI_20260610235621805.pdf
43,Male,Non-Smoker,60,single,10,1000,interpolated,40;45,,1090.38204,,109038.2,109038.2,0.45503,0.899912,455.03,899.91,1455.03,1899.91,174603.0,227989.0,2.134,3.384,PI_20260611002606265.pdf;PI_20260611002102372.pdf
43,Male,Non-Smoker,60,single,15,1000,interpolated,40;45,,1618.486,,161848.6,161848.6,0.550098,1.080478,550.1,1080.48,1550.1,2080.48,279017.4,374485.4,2.234,3.484,PI_20260611002620428.pdf;PI_20260611002114684.pdf
43,Male,Non-Smoker,60,single,20,1000,interpolated,40;45,,2091.73,,209173.0,209173.0,0.601946,1.20688,601.95,1206.88,1601.95,2206.88,384466.8,529651.0,2.286,3.536,PI_20260611002632784.pdf;PI_20260611002125428.pdf
43,Male,Non-Smoker,60,single,lifetime,1000,interpolated,40;45,,4071.73806,,407173.81,407173.81,0.90728,1.876196,907.28,1876.2,1907.28,2876.2,,,,,PI_20260611002646256.pdf;PI_20260611002141455.pdf
43,Male,Non-Smoker,60,5,10,1000,interpolated,40;45,,219.408,21940.8,,109704.0,0.392696,0.778862,392.7,778.86,1392.7,1778.86,167123.4,213463.0,2.092,3.342,PI_20260610232848089.pdf;PI_20260610235214427.pdf
43,Male,Non-Smoker,60,5,15,1000,interpolated,40;45,,314.504,31450.4,,157252.0,0.435562,0.880514,435.56,880.51,1435.56,1880.51,258400.6,338492.2,2.234,3.484,PI_20260610232907656.pdf;PI_20260610235229251.pdf
43,Male,Non-Smoker,60,5,20,1000,interpolated,40;45,,404.138,40413.8,,202069.0,0.473912,0.978696,473.91,978.7,1473.91,1978.7,353738.6,474886.8,2.28,3.53,PI_20260610232921970.pdf;PI_20260610235242161.pdf
43,Male,Non-Smoker,60,5,lifetime,1000,interpolated,40;45,,822.43,82243.0,,411215.0,0.839798,1.71115,839.8,1711.15,1839.8,2711.15,,,,,PI_20260610232937082.pdf;PI_20260610235259303.pdf
43,Male,Non-Smoker,60,10,5,1000,interpolated,40;45,,56.456,5645.6,,56456.0,0.19803,0.446282,198.03,446.28,1198.03,1446.28,71881.0,86776.6,1.554,2.804,PI_20260610233509661.pdf;PI_20260610235640379.pdf
43,Male,Non-Smoker,60,10,10,1000,interpolated,40;45,,111.7501,11175.01,,111750.1,0.32178,0.641678,321.78,641.68,1321.78,1641.68,158613.0,197001.0,1.962,3.212,PI_20260610233525371.pdf;PI_20260610235655908.pdf
43,Male,Non-Smoker,60,10,15,1000,interpolated,40;45,,159.9981,15999.81,,159998.1,0.368732,0.742298,368.73,742.3,1368.73,1742.3,246371.6,313613.4,2.168,3.418,PI_20260610233539267.pdf;PI_20260610235710040.pdf
43,Male,Non-Smoker,60,10,20,1000,interpolated,40;45,,205.9301,20593.01,,205930.1,0.408482,0.838998,408.48,839.0,1408.48,1839.0,338035.6,441359.4,2.228,3.478,PI_20260610233553543.pdf;PI_20260610235724523.pdf
43,Male,Non-Smoker,60,10,lifetime,1000,interpolated,40;45,,416.44206,41644.21,,416442.06,0.727132,1.478282,727.13,1478.28,1727.13,2478.28,,,,,PI_20260610233607427.pdf;PI_20260610235740981.pdf
43,Male,Non-Smoker,60,15,5,1000,interpolated,40;45,,38.022,3802.2,,57033.0,0.1156,0.308264,115.6,308.26,1115.6,1308.26,66936.0,78495.6,1.152,2.398,PI_20260610234353386.pdf;PI_20260611000823490.pdf
43,Male,Non-Smoker,60,15,10,1000,interpolated,40;45,,75.26,7526.0,,112890.0,0.202212,0.45301,202.21,453.01,1202.21,1453.01,144265.0,174361.0,1.564,2.814,PI_20260610234336514.pdf;PI_20260611000810114.pdf
43,Male,Non-Smoker,60,15,15,1000,interpolated,40;45,,110.346,11034.6,,165519.0,0.27265,0.580164,272.65,580.16,1272.65,1580.16,229077.0,284429.2,1.808,3.058,PI_20260610234319409.pdf;PI_20260611000746289.pdf
43,Male,Non-Smoker,60,15,20,1000,interpolated,40;45,,145.548,14554.8,,218322.0,0.33781,0.70471,337.81,704.71,1337.81,1704.71,321074.0,409130.0,1.916,3.166,PI_20260610234200464.pdf;PI_20260611000730113.pdf;PI_20260611001200767.pdf
43,Male,Non-Smoker,60,15,lifetime,1000,interpolated,40;45,,281.11,28111.0,,421665.0,0.52581,1.143528,525.81,1143.53,1525.81,2143.53,,,,,PI_20260610234143902.pdf;PI_20260611000703967.pdf;PI_20260611001217077.pdf
43,Male,Non-Smoker,65,single,10,1000,interpolated,40;45,,1038.106,,103810.6,103810.6,0.653682,1.29443,653.68,1294.43,1653.68,2294.43,198441.6,275331.0,2.418,3.668,PI_20260611002745617.pdf;PI_20260611002233997.pdf
43,Male,Non-Smoker,65,single,15,1000,interpolated,40;45,,1534.406,,153440.6,153440.6,0.765896,1.51446,765.9,1514.46,1765.9,2514.46,317860.8,452602.0,2.502,3.752,PI_20260611002732155.pdf;PI_20260611002221799.pdf
