life_insured_age,gender,smoker_status,target_retirement_age,premium_payment_term,income_payout_period,guaranteed_monthly_income_basis,estimation_method,anchor_ages,proxy_slope_keys,premium_rate_per_10_gmi,estimated_annual_premium_for_gmi_1000,estimated_single_premium_for_gmi_1000,estimated_total_premiums_paid_for_gmi_1000,cash_bonus_rate_iirr_300,cash_bonus_rate_iirr_425,estimated_non_guaranteed_monthly_income_iirr_300_for_gmi_1000,estimated_non_guaranteed_monthly_income_iirr_425_for_gmi_1000,estimated_total_monthly_income_iirr_300_for_gmi_1000,estimated_total_monthly_income_iirr_425_for_gmi_1000,estimated_total_benefits_iirr_300_for_gmi_1000,estimated_total_benefits_iirr_425_for_gmi_1000,estimated_total_illustrated_yield_maturity_iirr_300_pct_pa,estimated_total_illustrated_yield_maturity_iirr_425_pct_pa,source_pdfs
40,Male,Non-Smoker,50,single,10,1000,source_exact,40;45,,1128.93,,112893.0,112893.0,0.18725,0.42325,187.25,423.25,1187.25,1423.25,142470.0,170790.0,1.56,2.81,PI_20260611002424891.pdf;PI_20260611001849014.pdf
40,Male,Non-Smoker,50,single,15,1000,source_exact,40;45,,1676.87,,167687.0,167687.0,0.24741,0.53783,247.41,537.83,1247.41,1537.83,224533.0,276809.0,1.69,2.94,PI_20260611002440436.pdf;PI_20260611001900918.pdf
40,Male,Non-Smoker,50,single,20,1000,source_exact,40;45,,2213.17,,221317.0,221317.0,0.32575,0.67616,325.75,676.16,1325.75,1676.16,318180.0,402278.0,1.85,3.1,PI_20260611002451629.pdf;PI_20260611001912358.pdf
40,Male,Non-Smoker,50,single,lifetime,1000,source_exact,40;45,,5126.14,,512614.0,512614.0,0.59,1.29816,590.0,1298.16,1590.0,2298.16,,,,,PI_20260611002504519.pdf;PI_20260611001924643.pdf
40,Male,Non-Smoker,50,5,10,1000,source_exact,40,,227.71,22771.0,,113855.0,0.10425,0.29475,104.25,294.75,1104.25,1294.75,132510.0,155370.0,1.17,2.42,PI_20260610232648465.pdf
40,Male,Non-Smoker,50,5,15,1000,source_exact,40,,338.1,33810.0,,169050.0,0.16066,0.39816,160.66,398.16,1160.66,1398.16,208918.0,251668.0,1.38,2.63,PI_20260610232632950.pdf
40,Male,Non-Smoker,50,5,20,1000,source_exact,40,,446.13,44613.0,,223065.0,0.21975,0.50816,219.75,508.16,1219.75,1508.16,292740.0,361958.0,1.53,2.78,PI_20260610232612170.pdf
40,Male,Non-Smoker,50,5,lifetime,1000,source_exact,40,,1036.02,103602.0,,518010.0,0.44733,1.05383,447.33,1053.83,1447.33,2053.83,,,,,PI_20260610232704463.pdf
40,Male,Non-Smoker,50,10,5,1000,source_exact,40,,58.0701,5807.01,,58070.1,0.0,0.097,0.0,97.0,1000.0,1097.0,60000.0,65820.0,0.4,1.56,PI_20260610233205207.pdf
40,Male,Non-Smoker,50,10,10,1000,source_exact,40,,115.02,11502.0,,115020.0,0.0565,0.20241,56.5,202.41,1056.5,1202.41,126780.0,144289.0,0.92,2.17,PI_20260610233226659.pdf
40,Male,Non-Smoker,50,10,15,1000,source_exact,40,,170.72,17072.0,,170720.0,0.1065,0.29608,106.5,296.08,1106.5,1296.08,199170.0,233294.0,1.19,2.44,PI_20260610233239854.pdf
40,Male,Non-Smoker,50,10,20,1000,source_exact,40,,225.3901,22539.01,,225390.1,0.14041,0.37383,140.41,373.83,1140.41,1373.83,273698.0,329719.0,1.27,2.52,PI_20260610233253985.pdf
40,Male,Non-Smoker,50,10,lifetime,1000,source_exact,40,,523.7501,52375.01,,523750.1,0.28466,0.79116,284.66,791.16,1284.66,1791.16,,,,,PI_20260610233309125.pdf
40,Male,Non-Smoker,55,single,10,1000,source_exact,40;45,,1106.46,,110646.0,110646.0,0.37616,0.75141,376.16,751.41,1376.16,1751.41,165139.0,210169.0,2.02,3.27,PI_20260611002552100.pdf;PI_20260611002047138.pdf
40,Male,Non-Smoker,55,single,15,1000,source_exact,40;45,,1644.53,,164453.0,164453.0,0.459,0.90566,459.0,905.66,1459.0,1905.66,262620.0,343018.0,2.11,3.36,PI_20260611002541387.pdf;PI_20260611002032772.pdf
40,Male,Non-Smoker,55,single,20,1000,source_exact,40;45,,2116.73,,211673.0,211673.0,0.50933,1.02466,509.33,1024.66,1509.33,2024.66,362239.0,485918.0,2.2,3.45,PI_20260611002530509.pdf;PI_20260611002020560.pdf
40,Male,Non-Smoker,55,single,lifetime,1000,source_exact,40;45,,4563.57,,456357.0,456357.0,0.8675,1.78958,867.5,1789.58,1867.5,2789.58,,,,,PI_20260611002519276.pdf;PI_20260611002007234.pdf
40,Male,Non-Smoker,55,5,10,1000,source_exact,40;45,,223.12,22312.0,,111560.0,0.31566,0.63658,315.66,636.58,1315.66,1636.58,157879.0,196389.0,1.95,3.2,PI_20260610232823308.pdf;PI_20260610235108912.pdf
40,Male,Non-Smoker,55,5,15,1000,source_exact,40;45,,331.08,33108.0,,165540.0,0.40175,0.79225,401.75,792.25,1401.75,1792.25,252315.0,322605.0,2.09,3.34,PI_20260610232807393.pdf;PI_20260610235128612.pdf
40,Male,Non-Smoker,55,5,20,1000,source_exact,40;45,,420.66,42066.0,,210330.0,0.4235,0.86233,423.5,862.33,1423.5,1862.33,341640.0,446959.0,2.15,3.4,PI_20260610232751428.pdf;PI_20260610235142517.pdf
40,Male,Non-Smoker,55,5,lifetime,1000,source_exact,40;45,,920.77,92077.0,,460385.0,0.80191,1.63483,801.91,1634.83,1801.91,2634.83,,,,,PI_20260610232724610.pdf;PI_20260610235158142.pdf
40,Male,Non-Smoker,55,10,5,1000,source_exact,40;45,,56.9101,5691.01,,56910.1,0.13141,0.32975,131.41,329.75,1131.41,1329.75,67884.0,79785.0,1.35,2.6,PI_20260610233454841.pdf;PI_20260610235518591.pdf
40,Male,Non-Smoker,55,10,10,1000,source_exact,40;45,,112.74,11274.0,,112740.0,0.23541,0.49283,235.41,492.83,1235.41,1492.83,148249.0,179139.0,1.77,3.02,PI_20260610233440842.pdf;PI_20260610235535999.pdf
40,Male,Non-Smoker,55,10,15,1000,source_exact,40;45,,167.32,16732.0,,167320.0,0.3295,0.65033,329.5,650.33,1329.5,1650.33,239310.0,297059.0,2.01,3.26,PI_20260610233354388.pdf;PI_20260610235549271.pdf
40,Male,Non-Smoker,55,10,20,1000,source_exact,40;45,,213.34,21334.0,,213340.0,0.35333,0.7235,353.33,723.5,1353.33,1723.5,324799.0,413640.0,2.09,3.34,PI_20260610233340499.pdf;PI_20260610235604533.pdf
40,Male,Non-Smoker,55,10,lifetime,1000,source_exact,40;45,,467.08,46708.0,,467080.0,0.645,1.34625,645.0,1346.25,1645.0,2346.25,,,,,PI_20260610233326005.pdf;PI_20260610235621805.pdf
40,Male,Non-Smoker,55,15,5,1000,source_exact,40,,38.34,3834.0,,57510.0,0.04183,0.18883,41.83,188.83,1041.83,1188.83,62509.0,71329.0,0.78,2.03,PI_20260610234026287.pdf
40,Male,Non-Smoker,55,15,10,1000,source_exact,40,,75.88,7588.0,,113820.0,0.12683,0.32616,126.83,326.16,1126.83,1326.16,135219.0,159139.0,1.32,2.57,PI_20260610234039642.pdf
40,Male,Non-Smoker,55,15,15,1000,source_exact,40,,112.78,11278.0,,169170.0,0.196,0.44608,196.0,446.08,1196.0,1446.08,215280.0,260294.0,1.56,2.81,PI_20260610234053768.pdf
40,Male,Non-Smoker,55,15,20,1000,source_exact,40,,148.83,14883.0,,223245.0,0.26541,0.57216,265.41,572.16,1265.41,1572.16,303698.0,377318.0,1.73,2.98,PI_20260610234111157.pdf
40,Male,Non-Smoker,55,15,lifetime,1000,source_exact,40,,315.12,31512.0,,472680.0,0.46083,1.04058,460.83,1040.58,1460.83,2040.58,,,,,PI_20260610234126203.pdf
40,Male,Non-Smoker,60,single,10,1000,source_exact,40;45,,1064.7501,,106475.01,106475.01,0.57458,1.12541,574.58,1125.41,1574.58,2125.41,188949.0,255049.0,2.32,3.57,PI_20260611002606265.pdf;PI_20260611002102372.pdf
40,Male,Non-Smoker,60,single,15,1000,source_exact,40;45,,1579.96,,157996.0,157996.0,0.68775,1.34308,687.75,1343.08,1687.75,2343.08,303795.0,421754.0,2.42,3.67,PI_20260611002620428.pdf;PI_20260611002114684.pdf
40,Male,Non-Smoker,60,single,20,1000,source_exact,40;45,,2057.41,,205741.0,205741.0,0.74825,1.48783,748.25,1487.83,1748.25,2487.83,419580.0,597079.0,2.43,3.68,PI_20260611002632784.pdf;PI_20260611002125428.pdf
40,Male,Non-Smoker,60,single,lifetime,1000,source_exact,40;45,,4015.02,,401502.0,401502.0,1.09808,2.2625,1098.08,2262.5,2098.08,3262.5,,,,,PI_20260611002646256.pdf;PI_20260611002141455.pdf
40,Male,Non-Smoker,60,5,10,1000,source_exact,40;45,,213.84,21384.0,,106920.0,0.50975,0.99416,509.75,994.16,1509.75,1994.16,181170.0,239299.0,2.32,3.57,PI_20260610232848089.pdf;PI_20260610235214427.pdf
40,Male,Non-Smoker,60,5,15,1000,source_exact,40;45,,289.49,28949.0,,144745.0,0.47641,1.00091,476.41,1000.91,1476.41,2000.91,265753.0,360163.0,2.42,3.67,PI_20260610232907656.pdf;PI_20260610235229251.pdf
40,Male,Non-Smoker,60,5,20,1000,source_exact,40;45,,378.5,37850.0,,189250.0,0.53366,1.131,533.66,1131.0,1533.66,2131.0,368078.0,511440.0,2.43,3.68,PI_20260610232921970.pdf;PI_20260610235242161.pdf
40,Male,Non-Smoker,60,5,lifetime,1000,source_exact,40;45,,810.97,81097.0,,405485.0,1.02125,2.07025,1021.25,2070.25,2021.25,3070.25,,,,,PI_20260610232937082.pdf;PI_20260610235259303.pdf
40,Male,Non-Smoker,60,10,5,1000,source_exact,40;45,,55.76,5576.0,,55760.0,0.29808,0.62108,298.08,621.08,1298.08,1621.08,77884.0,97264.0,1.86,3.11,PI_20260610233509661.pdf;PI_20260610235640379.pdf
40,Male,Non-Smoker,60,10,10,1000,source_exact,40;45,,110.3701,11037.01,,110370.1,0.45333,0.86708,453.33,867.08,1453.33,1867.08,174399.0,224049.0,2.25,3.5,PI_20260610233525371.pdf;PI_20260610235655908.pdf
40,Male,Non-Smoker,60,10,15,1000,source_exact,40;45,,148.9101,14891.01,,148910.1,0.42383,0.87575,423.83,875.75,1423.83,1875.75,256289.0,337635.0,2.39,3.64,PI_20260610233539267.pdf;PI_20260610235710040.pdf
40,Male,Non-Smoker,60,10,20,1000,source_exact,40;45,,194.8301,19483.01,,194830.1,0.48608,1.0065,486.08,1006.5,1486.08,2006.5,356659.0,481560.0,2.42,3.67,PI_20260610233553543.pdf;PI_20260610235724523.pdf
40,Male,Non-Smoker,60,10,lifetime,1000,source_exact,40;45,,410.64,41064.0,,410640.0,0.92158,1.84283,921.58,1842.83,1921.58,2842.83,,,,,PI_20260610233607427.pdf;PI_20260610235740981.pdf
40,Male,Non-Smoker,60,15,5,1000,source_exact,40;45,,37.56,3756.0,,56340.0,0.22675,0.48791,226.75,487.91,1226.75,1487.91,73605.0,89274.0,1.71,2.95,PI_20260610234353386.pdf;PI_20260611000823490.pdf
40,Male,Non-Smoker,60,15,10,1000,source_exact,40;45,,74.33,7433.0,,111495.0,0.31566,0.64366,315.66,643.66,1315.66,1643.66,157879.0,197239.0,1.93,3.18,PI_20260610234336514.pdf;PI_20260611000810114.pdf
40,Male,Non-Smoker,60,15,15,1000,source_exact,40;45,,106.92,10692.0,,160380.0,0.3895,0.78291,389.5,782.91,1389.5,1782.91,250110.0,320923.0,2.18,3.43,PI_20260610234319409.pdf;PI_20260611000746289.pdf
40,Male,Non-Smoker,60,15,20,1000,source_exact,40;45,,140.67,14067.0,,211005.0,0.45091,0.91066,450.91,910.66,1450.91,1910.66,348218.0,458558.0,2.21,3.46,PI_20260610234200464.pdf;PI_20260611000730113.pdf;PI_20260611001200767.pdf
40,Male,Non-Smoker,60,15,lifetime,1000,source_exact,40;45,,276.64,27664.0,,414960.0,0.72141,1.48758,721.41,1487.58,1721.41,2487.58,,,,,PI_20260610234143902.pdf;PI_20260611000703967.pdf;PI_20260611001217077.pdf
40,Male,Non-Smoker,60,20,5,1000,source_exact,40,,28.46,2846.0,,56920.0,0.15375,0.36325,153.75,363.25,1153.75,1363.25,69225.0,81795.0,1.48,2.73,PI_20260610234729319.pdf
40,Male,Non-Smoker,60,20,10,1000,source_exact,40,,56.37,5637.0,,112740.0,0.26916,0.5455,269.16,545.5,1269.16,1545.5,152299.0,185460.0,1.92,3.17,PI_20260610234745453.pdf
40,Male,Non-Smoker,60,20,15,1000,source_exact,40,,83.71,8371.0,,167420.0,0.32183,0.65558,321.83,655.58,1321.83,1655.58,237929.0,298004.0,1.95,3.2,PI_20260610234759378.pdf
40,Male,Non-Smoker,60,20,20,1000,source_exact,40,,110.46,11046.0,,220920.0,0.37941,0.77158,379.41,771.58,1379.41,1771.58,331058.0,425179.0,1.98,3.23,PI_20260610234812822.pdf
40,Male,Non-Smoker,60,20,lifetime,1000,source_exact,40,,210.2501,21025.01,,420500.2,0.55241,1.1935,552.41,1193.5,1552.41,2193.5,,,,,PI_20260610234827728.pdf
40,Male,Non-Smoker,65,single,10,1000,source_exact,40;45,,995.8,,99580.0,99580.0,0.76458,1.53008,764.58,1530.08,1764.58,2530.08,211749.0,303609.0,2.55,3.8,PI_20260611002745617.pdf;PI_20260611002233997.pdf
40,Male,Non-Smoker,65,single,15,1000,source_exact,40;45,,1468.4,,146840.0,146840.0,0.878,1.76241,878.0,1762.41,1878.0,2762.41,338040.0,497233.0,2.61,3.86,PI_20260611002732155.pdf;PI_20260611002221799.pdf
40,Male,Non-Smoker,65,single,20,1000,source_exact,40;45,,1931.73,,193173.0,193173.0,0.964,1.9705,964.0,1970.5,1964.0,2970.5,471360.0,712920.0,2.61,3.86,PI_20260611002721437.pdf;PI_20260611002209718.pdf
40,Male,Non-Smoker,65,single,lifetime,1000,source_exact,40;45,,3480.26,,348026.0,348026.0,1.38941,2.86441,1389.41,2864.41,2389.41,3864.41,,,,,PI_20260611002703129.pdf;PI_20260611002157186.pdf
40,Male,Non-Smoker,65,5,10,1000,source_exact,40;45,,188.88,18888.0,,94440.0,0.59341,1.23091,593.41,1230.91,1593.41,2230.91,191209.0,267709.0,2.55,3.8,PI_20260610232957588.pdf;PI_20260610235358883.pdf
40,Male,Non-Smoker,65,5,15,1000,source_exact,40;45,,278.11,27811.0,,139055.0,0.69091,1.43166,690.91,1431.66,1690.91,2431.66,304363.0,437698.0,2.61,3.86,PI_20260610233012578.pdf;PI_20260610235344016.pdf
40,Male,Non-Smoker,65,5,20,1000,source_exact,40;45,,362.5,36250.0,,181250.0,0.75241,1.58141,752.41,1581.41,1752.41,2581.41,420578.0,619538.0,2.61,3.86,PI_20260610233026759.pdf;PI_20260610235330765.pdf
40,Male,Non-Smoker,65,5,lifetime,1000,source_exact,40;45,,702.27,70227.0,,351135.0,1.29116,2.60858,1291.16,2608.58,2291.16,3608.58,,,,,PI_20260610233042604.pdf;PI_20260610235316695.pdf
40,Male,Non-Smoker,65,10,5,1000,source_exact,40;45,,54.68,5468.0,,54680.0,0.49458,0.98316,494.58,983.16,1494.58,1983.16,89674.0,118989.0,2.16,3.41,PI_20260610233726034.pdf;PI_20260610235921002.pdf
40,Male,Non-Smoker,65,10,10,1000,source_exact,40;45,,96.46,9646.0,,96460.0,0.49358,1.03341,493.58,1033.41,1493.58,2033.41,179229.0,244009.0,2.45,3.7,PI_20260610233711769.pdf;PI_20260610235908656.pdf
40,Male,Non-Smoker,65,10,15,1000,source_exact,40;45,,141.86,14186.0,,141860.0,0.59408,1.22675,594.08,1226.75,1594.08,2226.75,286934.0,400815.0,2.55,3.8,PI_20260610233655245.pdf;PI_20260610235854568.pdf
40,Male,Non-Smoker,65,10,20,1000,source_exact,40;45,,185.0701,18507.01,,185070.1,0.67333,1.39966,673.33,1399.66,1673.33,2399.66,401599.0,575918.0,2.59,3.84,PI_20260610233640429.pdf;PI_20260610235810971.pdf
40,Male,Non-Smoker,65,10,lifetime,1000,source_exact,40;45,,355.26,35526.0,,355260.0,1.15833,2.31866,1158.33,2318.66,2158.33,3318.66,,,,,PI_20260610233623014.pdf;PI_20260610235756677.pdf
40,Male,Non-Smoker,65,15,5,1000,source_exact,40;45,,36.8,3680.0,,55200.0,0.43516,0.8505,435.16,850.5,1435.16,1850.5,86109.0,111030.0,2.16,3.41,PI_20260610234411907.pdf;PI_20260611000839195.pdf;PI_20260611001358706.pdf
40,Male,Non-Smoker,65,15,10,1000,source_exact,40;45,,65.78,6578.0,,98670.0,0.41333,0.87641,413.33,876.41,1413.33,1876.41,169599.0,225169.0,2.36,3.61,PI_20260610234426141.pdf;PI_20260611000855645.pdf;PI_20260611001345779.pdf
40,Male,Non-Smoker,65,15,15,1000,source_exact,40;45,,96.44,9644.0,,144660.0,0.4785,1.01741,478.5,1017.41,1478.5,2017.41,266130.0,363133.0,2.41,3.66,PI_20260610234442077.pdf;PI_20260611001330671.pdf
40,Male,Non-Smoker,65,15,20,1000,source_exact,40;45,,126.08,12608.0,,189120.0,0.53975,1.15058,539.75,1150.58,1539.75,2150.58,369540.0,516139.0,2.43,3.68,PI_20260610234457507.pdf;PI_20260611001317465.pdf
40,Male,Non-Smoker,65,15,lifetime,1000,source_exact,40;45,,239.98,23998.0,,359970.0,0.94925,1.92925,949.25,1929.25,1949.25,2929.25,,,,,PI_20260610234513588.pdf;PI_20260611001303577.pdf
40,Male,Non-Smoker,65,20,5,1000,source_exact,40;45,,27.88,2788.0,,55760.0,0.35225,0.70075,352.25,700.75,1352.25,1700.75,81135.0,102045.0,2.06,3.31,PI_20260610234948038.pdf;PI_20260611001551247.pdf
40,Male,Non-Smoker,65,20,10,1000,source_exact,40;45,,53.02,5302.0,,106040.0,0.40791,0.82391,407.91,823.91,1407.91,1823.91,168949.0,218869.0,2.26,3.51,PI_20260610234932568.pdf;PI_20260611001615743.pdf
40,Male,Non-Smoker,65,20,15,1000,source_exact,40;45,,78.29,7829.0,,156580.0,0.46866,0.954,468.66,954.0,1468.66,1954.0,264358.0,351720.0,2.28,3.53,PI_20260610234916293.pdf;PI_20260611001629971.pdf
40,Male,Non-Smoker,65,20,20,1000,source_exact,40;45,,102.72,10272.0,,205440.0,0.53616,1.09491,536.16,1094.91,1536.16,2094.91,368678.0,502778.0,2.31,3.56,PI_20260610234902526.pdf;PI_20260611001643667.pdf
40,Male,Non-Smoker,65,20,lifetime,1000,source_exact,40;45,,182.02,18202.0,,364040.0,0.79916,1.63633,799.16,1636.33,1799.16,2636.33,,,,,PI_20260610234845576.pdf;PI_20260611001700520.pdf
40,Male,Non-Smoker,70,single,10,1000,source_exact,40;45,,960.96,,96096.0,96096.0,0.97333,2.00808,973.33,2008.08,1973.33,3008.08,236799.0,360969.0,2.61,3.86,PI_20260611002759246.pdf;PI_20260611002246017.pdf
40,Male,Non-Smoker,70,single,15,1000,source_exact,40;45,,1417.74,,141774.0,141774.0,1.07091,2.23883,1070.91,2238.83,2070.91,3238.83,372763.0,582989.0,2.62,3.87,PI_20260611002810349.pdf;PI_20260611002257162.pdf
40,Male,Non-Smoker,70,single,20,1000,source_exact,40;45,,1854.74,,185474.0,185474.0,1.1545,2.45525,1154.5,2455.25,2154.5,3455.25,517080.0,829260.0,2.62,3.87,PI_20260611002822242.pdf;PI_20260611002346458.pdf
40,Male,Non-Smoker,70,single,lifetime,1000,source_exact,40;45,,2957.6,,295760.0,295760.0,1.55758,3.3095,1557.58,3309.5,2557.58,4309.5,,,,,PI_20260611002836283.pdf;PI_20260611002359260.pdf
40,Male,Non-Smoker,70,5,10,1000,source_exact,40;45,,180.66,18066.0,,90330.0,0.76425,1.62183,764.25,1621.83,1764.25,2621.83,211710.0,314619.0,2.61,3.86,PI_20260610233143210.pdf;PI_20260610235415629.pdf
40,Male,Non-Smoker,70,5,15,1000,source_exact,40;45,,262.56,26256.0,,131280.0,0.82083,1.78441,820.83,1784.41,1820.83,2784.41,327749.0,501193.0,2.62,3.87,PI_20260610233128096.pdf;PI_20260610235429666.pdf
40,Male,Non-Smoker,70,5,20,1000,source_exact,40;45,,339.92,33992.0,,169960.0,0.87925,1.94575,879.25,1945.75,1879.25,2945.75,451020.0,706980.0,2.62,3.87,PI_20260610233113456.pdf;PI_20260610235443554.pdf
40,Male,Non-Smoker,70,5,lifetime,1000,source_exact,40;45,,596.28,59628.0,,298140.0,1.444,3.0245,1444.0,3024.5,2444.0,4024.5,,,,,PI_20260610233100050.pdf;PI_20260610235457853.pdf
40,Male,Non-Smoker,70,10,5,1000,source_exact,40;45,,53.5901,5359.01,,53590.1,0.73116,1.44333,731.16,1443.33,1731.16,2443.33,103869.0,146599.0,2.38,3.63,PI_20260610233742614.pdf;PI_20260610235936106.pdf
40,Male,Non-Smoker,70,10,10,1000,source_exact,40;45,,92.3501,9235.01,,92350.1,0.63733,1.3725,637.33,1372.5,1637.33,2372.5,196479.0,284700.0,2.5,3.75,PI_20260610233757093.pdf;PI_20260610235949600.pdf
40,Male,Non-Smoker,70,10,15,1000,source_exact,40;45,,134.2501,13425.01,,134250.1,0.73891,1.58275,738.91,1582.75,1738.91,2582.75,313003.0,464895.0,2.6,3.85,PI_20260610233811472.pdf;PI_20260611000003719.pdf
40,Male,Non-Smoker,70,10,20,1000,source_exact,40;45,,173.7901,17379.01,,173790.1,0.79208,1.72908,792.08,1729.08,1792.08,2729.08,430099.0,654979.0,2.6,3.85,PI_20260610233915893.pdf;PI_20260611000023179.pdf
40,Male,Non-Smoker,70,10,lifetime,1000,source_exact,40;45,,301.9,30190.0,,301900.0,1.30891,2.69933,1308.91,2699.33,2308.91,3699.33,,,,,PI_20260610233951518.pdf;PI_20260611000039412.pdf
40,Male,Non-Smoker,70,15,5,1000,source_exact,40;45,,36.06,3606.0,,54090.0,0.65316,1.26966,653.16,1269.66,1653.16,2269.66,99189.0,136179.0,2.38,3.63,PI_20260610234639073.pdf;PI_20260611001414414.pdf
40,Male,Non-Smoker,70,15,10,1000,source_exact,40;45,,62.8,6280.0,,94200.0,0.55916,1.19858,559.16,1198.58,1559.16,2198.58,187099.0,263829.0,2.46,3.71,PI_20260610234622503.pdf;PI_20260611001427450.pdf
40,Male,Non-Smoker,70,15,15,1000,source_exact,40;45,,91.6,9160.0,,137400.0,0.612,1.32925,612.0,1329.25,1612.0,2329.25,290160.0,419265.0,2.47,3.72,PI_20260610234604354.pdf;PI_20260611001448485.pdf
40,Male,Non-Smoker,70,15,20,1000,source_exact,40;45,,119.21,11921.0,,178815.0,0.6745,1.48375,674.5,1483.75,1674.5,2483.75,401880.0,596100.0,2.49,3.74,PI_20260610234548480.pdf;PI_20260611001503783.pdf
40,Male,Non-Smoker,70,15,lifetime,1000,source_exact,40;45,,203.81,20381.0,,305715.0,1.11025,2.30125,1110.25,2301.25,2110.25,3301.25,,,,,PI_20260610234533727.pdf;PI_20260611001521266.pdf
40,Male,Non-Smoker,70,20,5,1000,source_exact,40;45,,27.32,2732.0,,54640.0,0.53741,1.05766,537.41,1057.66,1537.41,2057.66,92244.0,123459.0,2.26,3.51,PI_20260610235003364.pdf;RRP missing/PI_20260611005639488.pdf;PI_20260611001722547.pdf
40,Male,Non-Smoker,70,20,10,1000,source_exact,40;45,,51.31,5131.0,,102620.0,0.58533,1.18008,585.33,1180.08,1585.33,2180.08,190239.0,261609.0,2.41,3.66,RRP missing/PI_20260611005652260.pdf;PI_20260611001736237.pdf
40,Male,Non-Smoker,70,20,15,1000,source_exact,40;45,,75.8501,7585.01,,151700.2,0.65341,1.33591,653.41,1335.91,1653.41,2335.91,297613.0,420463.0,2.41,3.66,RRP missing/PI_20260611005705183.pdf;PI_20260611001749984.pdf
40,Male,Non-Smoker,70,20,20,1000,source_exact,40;45,,99.2501,9925.01,,198500.2,0.72675,1.49433,726.75,1494.33,1726.75,2494.33,414420.0,598639.0,2.43,3.68,RRP missing/PI_20260611005719222.pdf;PI_20260611001810299.pdf
40,Male,Non-Smoker,70,20,lifetime,1000,source_exact,40;45,,155.02,15502.0,,310040.0,0.9795,2.02375,979.5,2023.75,1979.5,3023.75,,,,,RRP missing/PI_20260611005734318.pdf;PI_20260611001824907.pdf
41,Male,Non-Smoker,50,single,10,1000,interpolated,40;45,,1133.658,,113365.8,113365.8,0.157732,0.37365,157.73,373.65,1157.73,1373.65,138927.8,164838.0,1.406,2.656,PI_20260611002424891.pdf;PI_20260611001849014.pdf
41,Male,Non-Smoker,50,single,15,1000,interpolated,40;45,,1683.754,,168375.4,168375.4,0.21401,0.481446,214.01,481.45,1214.01,1481.45,218521.0,266659.8,1.558,2.808,PI_20260611002440436.pdf;PI_20260611001900918.pdf
41,Male,Non-Smoker,50,single,20,1000,interpolated,40;45,,2222.372,,222237.2,222237.2,0.28485,0.60856,284.85,608.56,1284.85,1608.56,308364.0,386054.0,1.716,2.966,PI_20260611002451629.pdf;PI_20260611001912358.pdf
41,Male,Non-Smoker,50,single,lifetime,1000,interpolated,40;45,,5152.02202,,515202.2,515202.2,0.526132,1.190394,526.13,1190.39,1526.13,2190.39,,,,,PI_20260611002504519.pdf;PI_20260611001924643.pdf
41,Male,Non-Smoker,50,5,10,1000,extrapolated_proxy_slope,40,"[{""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 10}]",228.636,22863.6,,114318.0,0.061984,0.22635,61.98,226.35,1061.98,1226.35,127438.0,147162.0,1.014,2.264,PI_20260610232648465.pdf
41,Male,Non-Smoker,50,5,15,1000,extrapolated_proxy_slope,40,"[{""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}, {""gender"": ""Male"", ""smoker_status"": ""Non-Smoker"", ""target_retirement_age"": 55, ""premium_payment_term"": 5, ""income_payout_period"": 15}]",339.526,33952.6,,169763.0,0.11276,0.31961,112.76,319.61,1112.76,1319.61,200296.0,237529.0,1.238,2.488,PI_20260610232632950.pdf
